human	bakers	score
Q5TYW1	P41696	0.03238720262510254
Q5TYW1	P41696	0.03222313371616079
Q5TYW1	P41696	0.03173092698933552
Q5TYW1	P41696	0.03115668580803938
Q5TYW1	P41696	0.031025430680885976
Q5TYW1	P41696	0.03077932731747334
Q5TYW1	P41696	0.030582444626743234
Q5TYW1	P41696	0.030467596390484002
Q5TYW1	P41696	0.030467596390484002
Q5TYW1	P41696	0.030467596390484002
Q5TYW1	P41696	0.0303363412633306
Q5TYW1	P41696	0.029712879409351932
Q5TYW1	P41696	0.029319114027891714
Q5TYW1	P41696	0.02900738310090238
Q5TYW1	P41696	0.028826907301066445
Q5TYW1	P41696	0.028498769483182935
Q5TYW1	P41696	0.03238720262510254
Q5TYW1	P41696	0.03222313371616079
Q5TYW1	P41696	0.03173092698933552
Q5TYW1	P41696	0.03115668580803938
Q5TYW1	P41696	0.031025430680885976
Q5TYW1	P41696	0.03077932731747334
Q5TYW1	P41696	0.030582444626743234
Q5TYW1	P41696	0.030467596390484002
Q5TYW1	P41696	0.030467596390484002
Q5TYW1	P41696	0.030467596390484002
Q5TYW1	P41696	0.0303363412633306
Q5TYW1	P41696	0.029712879409351932
Q5TYW1	P41696	0.029319114027891714
Q5TYW1	P41696	0.02900738310090238
Q5TYW1	P41696	0.028826907301066445
Q5TYW1	P41696	0.028498769483182935
Q5TYW1	P41696	0.03199343724364233
Q5TYW1	P41696	0.031829368334700577
Q5TYW1	P41696	0.03133716160787531
Q5TYW1	P41696	0.030762920426579164
Q5TYW1	P41696	0.030631665299425757
Q5TYW1	P41696	0.030385561936013123
Q5TYW1	P41696	0.03018867924528302
Q5TYW1	P41696	0.03007383100902379
Q5TYW1	P41696	0.03007383100902379
Q5TYW1	P41696	0.03007383100902379
Q5TYW1	P41696	0.029942575881870385
Q5TYW1	P41696	0.029319114027891714
Q5TYW1	P41696	0.028925348646431502
Q5TYW1	P41696	0.028613617719442166
Q5TYW1	P41696	0.028433141919606237
Q5TYW1	P41696	0.028105004101722727
Q5TYW1	P41696	0.031944216570959805
Q5TYW1	P41696	0.031780147662018046
Q5TYW1	P41696	0.03128794093519278
Q5TYW1	P41696	0.030713699753896633
Q5TYW1	P41696	0.030582444626743234
Q5TYW1	P41696	0.0303363412633306
Q5TYW1	P41696	0.03013945857260049
Q5TYW1	P41696	0.030024610336341264
Q5TYW1	P41696	0.030024610336341264
Q5TYW1	P41696	0.030024610336341264
Q5TYW1	P41696	0.029893355209187858
Q5TYW1	P41696	0.02926989335520919
Q5TYW1	P41696	0.028876127973748975
Q5TYW1	P41696	0.028564397046759643
Q5TYW1	P41696	0.028383921246923707
Q5TYW1	P41696	0.028055783429040197
Q5TYW1	P41696	0.0317473338802297
Q5TYW1	P41696	0.03158326497128794
Q5TYW1	P41696	0.031091058244462674
Q5TYW1	P41696	0.03051681706316653
Q5TYW1	P41696	0.030385561936013123
Q5TYW1	P41696	0.03013945857260049
Q5TYW1	P41696	0.029942575881870385
Q5TYW1	P41696	0.02982772764561116
Q5TYW1	P41696	0.02982772764561116
Q5TYW1	P41696	0.02982772764561116
Q5TYW1	P41696	0.029696472518457754
Q5TYW1	P41696	0.02907301066447908
Q5TYW1	P41696	0.02867924528301887
Q5TYW1	P41696	0.028367514356029532
Q5TYW1	P41696	0.028187038556193603
Q5TYW1	P41696	0.027858900738310093
Q5TYW1	P41696	0.0317473338802297
Q5TYW1	P41696	0.03158326497128794
Q5TYW1	P41696	0.031091058244462674
Q5TYW1	P41696	0.03051681706316653
Q5TYW1	P41696	0.030385561936013123
Q5TYW1	P41696	0.03013945857260049
Q5TYW1	P41696	0.029942575881870385
Q5TYW1	P41696	0.02982772764561116
Q5TYW1	P41696	0.02982772764561116
Q5TYW1	P41696	0.02982772764561116
Q5TYW1	P41696	0.029696472518457754
Q5TYW1	P41696	0.02907301066447908
Q5TYW1	P41696	0.02867924528301887
Q5TYW1	P41696	0.028367514356029532
Q5TYW1	P41696	0.028187038556193603
Q5TYW1	P41696	0.027858900738310093
Q5TYW1	P41696	0.03161607875307629
Q5TYW1	P41696	0.031452009844134536
Q5TYW1	P41696	0.030959803117309267
Q5TYW1	P41696	0.030385561936013123
Q5TYW1	P41696	0.03025430680885972
Q5TYW1	P41696	0.03000820344544709
Q5TYW1	P41696	0.02981132075471698
Q5TYW1	P41696	0.029696472518457754
Q5TYW1	P41696	0.029696472518457754
Q5TYW1	P41696	0.029696472518457754
Q5TYW1	P41696	0.029565217391304344
Q5TYW1	P41696	0.028941755537325677
Q5TYW1	P41696	0.028547990155865465
Q5TYW1	P41696	0.028236259228876133
Q5TYW1	P41696	0.028055783429040197
Q5TYW1	P41696	0.027727645611156686
Q5TYW1	P41696	0.03161607875307629
Q5TYW1	P41696	0.031452009844134536
Q5TYW1	P41696	0.030959803117309267
Q5TYW1	P41696	0.030385561936013123
Q5TYW1	P41696	0.03025430680885972
Q5TYW1	P41696	0.03000820344544709
Q5TYW1	P41696	0.02981132075471698
Q5TYW1	P41696	0.029696472518457754
Q5TYW1	P41696	0.029696472518457754
Q5TYW1	P41696	0.029696472518457754
Q5TYW1	P41696	0.029565217391304344
Q5TYW1	P41696	0.028941755537325677
Q5TYW1	P41696	0.028547990155865465
Q5TYW1	P41696	0.028236259228876133
Q5TYW1	P41696	0.028055783429040197
Q5TYW1	P41696	0.027727645611156686
Q5TYW1	P41696	0.030992616899097623
Q5TYW1	P41696	0.030828547990155865
Q5TYW1	P41696	0.0303363412633306
Q5TYW1	P41696	0.029762100082034455
Q5TYW1	P41696	0.029630844954881053
Q5TYW1	P41696	0.029384741591468422
Q5TYW1	P41696	0.02918785890073831
Q5TYW1	P41696	0.02907301066447908
Q5TYW1	P41696	0.02907301066447908
Q5TYW1	P41696	0.02907301066447908
Q5TYW1	P41696	0.028941755537325677
Q5TYW1	P41696	0.02831829368334701
Q5TYW1	P41696	0.02792452830188679
Q5TYW1	P41696	0.027612797374897458
Q5TYW1	P41696	0.027432321575061525
Q5TYW1	P41696	0.02710418375717801
Q5TYW1	P41696	0.030680885972108284
Q5TYW1	P41696	0.03051681706316653
Q5TYW1	P41696	0.030024610336341264
Q5TYW1	P41696	0.02945036915504512
Q5TYW1	P41696	0.029319114027891714
Q5TYW1	P41696	0.02907301066447908
Q5TYW1	P41696	0.028876127973748975
Q5TYW1	P41696	0.028761279737489747
Q5TYW1	P41696	0.028761279737489747
Q5TYW1	P41696	0.028761279737489747
Q5TYW1	P41696	0.02863002461033634
Q5TYW1	P41696	0.02800656275635767
Q5TYW1	P41696	0.027612797374897458
Q5TYW1	P41696	0.027301066447908123
Q5TYW1	P41696	0.027120590648072193
Q5TYW1	P41696	0.02679245283018868
Q5TYW1	P41696	0.030287120590648073
Q5TYW1	P41696	0.030123051681706314
Q5TYW1	P41696	0.02963084495488105
Q5TYW1	P41696	0.029056603773584905
Q5TYW1	P41696	0.028925348646431502
Q5TYW1	P41696	0.02867924528301887
Q5TYW1	P41696	0.02848236259228876
Q5TYW1	P41696	0.02836751435602953
Q5TYW1	P41696	0.02836751435602953
Q5TYW1	P41696	0.02836751435602953
Q5TYW1	P41696	0.028236259228876126
Q5TYW1	P41696	0.027612797374897458
Q5TYW1	P41696	0.02721903199343724
Q5TYW1	P41696	0.026907301066447908
Q5TYW1	P41696	0.026726825266611975
Q5TYW1	P41696	0.02639868744872846
Q5TYW1	P41696	0.029729286300246103
Q5TYW1	P41696	0.029565217391304344
Q5TYW1	P41696	0.02907301066447908
Q5TYW1	P41696	0.028498769483182935
Q5TYW1	P41696	0.028367514356029532
Q5TYW1	P41696	0.0281214109926169
Q5TYW1	P41696	0.02792452830188679
Q5TYW1	P41696	0.027809680065627562
Q5TYW1	P41696	0.027809680065627562
Q5TYW1	P41696	0.027809680065627562
Q5TYW1	P41696	0.027678424938474156
Q5TYW1	P41696	0.02705496308449549
Q5TYW1	P41696	0.026661197703035273
Q5TYW1	P41696	0.026349466776045945
Q5TYW1	P41696	0.02616899097621001
Q5TYW1	P41696	0.025840853158326498
Q86VK4	P41696	0.032977850697292865
Q86VK4	P41696	0.03015586546349467
Q86VK4	P41696	0.029991796554552915
Q86VK4	P41696	0.027169811320754716
Q8N184	P41696	0.03347005742411813
Q8N184	P41696	0.03246923707957342
Q8N184	P41696	0.03233798195242001
Q8N184	P41696	0.031648892534864644
Q8N184	P41696	0.031009023789991798
Q8N184	P41696	0.031009023789991798
Q8N184	P41696	0.030631665299425757
Q8N184	P41696	0.030385561936013123
Q8N184	P41696	0.029876948318293683
Q8N184	P41696	0.02974569319114028
Q8N184	P41696	0.029433962264150945
Q8N184	P41696	0.027038556193601314
Q8N184	P41696	0.03233798195242001
Q8N184	P41696	0.03133716160787531
Q8N184	P41696	0.031205906480721902
Q8N184	P41696	0.03051681706316653
Q8N184	P41696	0.029876948318293683
Q8N184	P41696	0.029876948318293683
Q8N184	P41696	0.029499589827727647
Q8N184	P41696	0.029253486464315016
Q8N184	P41696	0.02874487284659557
Q8N184	P41696	0.028613617719442163
Q8N184	P41696	0.02830188679245283
Q8N184	P41696	0.025906480721903196
Q8N184	P41696	0.03222313371616079
Q8N184	P41696	0.03122231337161608
Q8N184	P41696	0.031091058244462674
Q8N184	P41696	0.030401968826907304
Q8N184	P41696	0.029762100082034455
Q8N184	P41696	0.029762100082034455
Q8N184	P41696	0.029384741591468422
Q8N184	P41696	0.029138638228055787
Q8N184	P41696	0.02863002461033634
Q8N184	P41696	0.028498769483182935
Q8N184	P41696	0.028187038556193603
Q8N184	P41696	0.025791632485643968
Q8N184	P41696	0.03158326497128794
Q8N184	P41696	0.030582444626743234
Q8N184	P41696	0.030451189499589828
Q8N184	P41696	0.029762100082034455
Q8N184	P41696	0.02912223133716161
Q8N184	P41696	0.02912223133716161
Q8N184	P41696	0.02874487284659557
Q8N184	P41696	0.028498769483182935
Q8N184	P41696	0.027990155865463495
Q8N184	P41696	0.027858900738310093
Q8N184	P41696	0.027547169811320757
Q8N184	P41696	0.025151763740771126
Q8N184	P41696	0.031009023789991798
Q8N184	P41696	0.03000820344544709
Q8N184	P41696	0.029876948318293683
Q8N184	P41696	0.02918785890073831
Q8N184	P41696	0.028547990155865465
Q8N184	P41696	0.028547990155865465
Q8N184	P41696	0.028170631665299425
Q8N184	P41696	0.02792452830188679
Q8N184	P41696	0.02741591468416735
Q8N184	P41696	0.027284659557013948
Q8N184	P41696	0.026972928630024613
Q8N184	P41696	0.02457752255947498
Q8N184	P41696	0.03089417555373257
Q8N184	P41696	0.029893355209187858
Q8N184	P41696	0.029762100082034452
Q8N184	P41696	0.02907301066447908
Q8N184	P41696	0.028433141919606237
Q8N184	P41696	0.028433141919606237
Q8N184	P41696	0.028055783429040197
Q8N184	P41696	0.027809680065627562
Q8N184	P41696	0.02730106644790812
Q8N184	P41696	0.027169811320754716
Q8N184	P41696	0.02685808039376538
Q8N184	P41696	0.02446267432321575
Q8N184	P41696	0.03018867924528302
Q8N184	P41696	0.02918785890073831
Q8N184	P41696	0.029056603773584905
Q8N184	P41696	0.028367514356029532
Q8N184	P41696	0.027727645611156686
Q8N184	P41696	0.027727645611156686
Q8N184	P41696	0.027350287120590646
Q8N184	P41696	0.02710418375717801
Q8N184	P41696	0.026595570139458572
Q8N184	P41696	0.02646431501230517
Q8N184	P41696	0.026152584085315834
Q8N184	P41696	0.023757178014766202
Q8N184	P41696	0.02981132075471698
Q8N184	P41696	0.028810500410172277
Q8N184	P41696	0.02867924528301887
Q8N184	P41696	0.0279901558654635
Q8N184	P41696	0.027350287120590646
Q8N184	P41696	0.027350287120590646
Q8N184	P41696	0.026972928630024613
Q8N184	P41696	0.026726825266611978
Q8N184	P41696	0.026218211648892535
Q8N184	P41696	0.02608695652173913
Q8N184	P41696	0.0257752255947498
Q8N184	P41696	0.023379819524200166
Q8N184	P41696	0.02974569319114028
Q8N184	P41696	0.02874487284659557
Q8N184	P41696	0.028613617719442163
Q8N184	P41696	0.02792452830188679
Q8N184	P41696	0.027284659557013948
Q8N184	P41696	0.027284659557013948
Q8N184	P41696	0.026907301066447908
Q8N184	P41696	0.026661197703035273
Q8N184	P41696	0.02615258408531583
Q8N184	P41696	0.026021328958162428
Q8N184	P41696	0.025709598031173092
Q8N184	P41696	0.02331419196062346
Q9Y2H8	P41696	0.03347005742411813
Q9Y2H8	P41696	0.03310910582444627
Q9Y2H8	P41696	0.03304347826086956
Q9Y2H8	P41696	0.032600492206726825
Q9Y2H8	P41696	0.03089417555373257
Q9Y2H8	P41696	0.030828547990155865
Q9Y2H8	P41696	0.030631665299425757
Q9Y2H8	P41696	0.03000820344544709
Q9Y2H8	P41696	0.03304347826086956
Q9Y2H8	P41696	0.032682526661197704
Q9Y2H8	P41696	0.032616899097621
Q9Y2H8	P41696	0.03217391304347827
Q9Y2H8	P41696	0.030467596390484002
Q9Y2H8	P41696	0.030401968826907304
Q9Y2H8	P41696	0.030205086136177197
Q9Y2H8	P41696	0.029581624282198526
Q9Y2H8	P41696	0.032977850697292865
Q9Y2H8	P41696	0.032616899097621
Q9Y2H8	P41696	0.0325512715340443
Q9Y2H8	P41696	0.032108285479901556
Q9Y2H8	P41696	0.030401968826907304
Q9Y2H8	P41696	0.0303363412633306
Q9Y2H8	P41696	0.03013945857260049
Q9Y2H8	P41696	0.02951599671862182
Q9Y2H8	P41696	0.03266611977030353
Q9Y2H8	P41696	0.032305168170631664
Q9Y2H8	P41696	0.032239540607054966
Q9Y2H8	P41696	0.03179655455291223
Q9Y2H8	P41696	0.030090237899917962
Q9Y2H8	P41696	0.030024610336341264
Q9Y2H8	P41696	0.02982772764561116
Q9Y2H8	P41696	0.029204265791632485
Q9Y2H8	P41696	0.030828547990155865
Q9Y2H8	P41696	0.030467596390484002
Q9Y2H8	P41696	0.030401968826907304
Q9Y2H8	P41696	0.029958982772764566
Q9Y2H8	P41696	0.0282526661197703
Q9Y2H8	P41696	0.028187038556193603
Q9Y2H8	P41696	0.0279901558654635
Q9Y2H8	P41696	0.027366694011484824
Q9Y2H8	P41696	0.030762920426579164
Q9Y2H8	P41696	0.030401968826907304
Q9Y2H8	P41696	0.0303363412633306
Q9Y2H8	P41696	0.029893355209187858
Q9Y2H8	P41696	0.028187038556193603
Q9Y2H8	P41696	0.0281214109926169
Q9Y2H8	P41696	0.02792452830188679
Q9Y2H8	P41696	0.027301066447908123
Q9Y2H8	P41696	0.03056603773584906
Q9Y2H8	P41696	0.030205086136177194
Q9Y2H8	P41696	0.03013945857260049
Q9Y2H8	P41696	0.029696472518457754
Q9Y2H8	P41696	0.027990155865463495
Q9Y2H8	P41696	0.02792452830188679
Q9Y2H8	P41696	0.027727645611156686
Q9Y2H8	P41696	0.02710418375717801
Q9Y2H8	P41696	0.029876948318293683
Q9Y2H8	P41696	0.029515996718621818
Q9Y2H8	P41696	0.02945036915504512
Q9Y2H8	P41696	0.02900738310090238
Q9Y2H8	P41696	0.02730106644790812
Q9Y2H8	P41696	0.027235438884331418
Q9Y2H8	P41696	0.027038556193601314
Q9Y2H8	P41696	0.026415094339622643
P17098	P41696	0.03314191960623462
P17098	P41696	0.03161607875307629
P17098	P41696	0.030795734208367512
P17098	P41696	0.029844134536505335
P17098	P41696	0.02940114848236259
P17098	P41696	0.03141919606234619
P17098	P41696	0.029893355209187858
P17098	P41696	0.02907301066447908
P17098	P41696	0.0281214109926169
P17098	P41696	0.027678424938474156
P17098	P41696	0.03059885151763741
P17098	P41696	0.02907301066447908
P17098	P41696	0.0282526661197703
P17098	P41696	0.027301066447908123
P17098	P41696	0.02685808039376538
P17098	P41696	0.029647251845775224
P17098	P41696	0.0281214109926169
P17098	P41696	0.027301066447908123
P17098	P41696	0.026349466776045945
P17098	P41696	0.0259064807219032
P17098	P41696	0.02926989335520919
P17098	P41696	0.027744052502050864
P17098	P41696	0.02692370795734209
P17098	P41696	0.025972108285479904
P17098	P41696	0.025529122231337166
Q96SZ4	P41696	0.033305988515176375
Q96SZ4	P41696	0.03148482362592289
Q96SZ4	P41696	0.031107465135356848
Q96SZ4	P41696	0.029647251845775224
Q96SZ4	P41696	0.02895816242821985
Q96SZ4	P41696	0.02889253486464315
Q96SZ4	P41696	0.028580803937653814
Q96SZ4	P41696	0.028318293683347005
Q96SZ4	P41696	0.0312715340442986
Q96SZ4	P41696	0.02945036915504512
Q96SZ4	P41696	0.02907301066447908
Q96SZ4	P41696	0.027612797374897458
Q96SZ4	P41696	0.026923707957342082
Q96SZ4	P41696	0.02685808039376538
Q96SZ4	P41696	0.02654634946677605
Q96SZ4	P41696	0.026283839212469236
Q96SZ4	P41696	0.03089417555373257
Q96SZ4	P41696	0.02907301066447908
Q96SZ4	P41696	0.02869565217391304
Q96SZ4	P41696	0.027235438884331418
Q96SZ4	P41696	0.02654634946677605
Q96SZ4	P41696	0.02648072190319934
Q96SZ4	P41696	0.02616899097621001
Q96SZ4	P41696	0.025906480721903196
Q96SZ4	P41696	0.02963084495488105
Q96SZ4	P41696	0.027809680065627562
Q96SZ4	P41696	0.027432321575061525
Q96SZ4	P41696	0.025972108285479904
Q96SZ4	P41696	0.025283018867924528
Q96SZ4	P41696	0.025217391304347823
Q96SZ4	P41696	0.02490566037735849
Q96SZ4	P41696	0.02464315012305168
Q96SZ4	P41696	0.02881050041017227
Q96SZ4	P41696	0.026989335520918787
Q96SZ4	P41696	0.026611977030352747
Q96SZ4	P41696	0.025151763740771126
Q96SZ4	P41696	0.02446267432321575
Q96SZ4	P41696	0.024397046759639048
Q96SZ4	P41696	0.024085315832649716
Q96SZ4	P41696	0.023822805578342904
Q96SZ4	P41696	0.028547990155865465
Q96SZ4	P41696	0.026726825266611978
Q96SZ4	P41696	0.026349466776045938
Q96SZ4	P41696	0.024889253486464313
Q96SZ4	P41696	0.02420016406890894
Q96SZ4	P41696	0.02413453650533224
Q96SZ4	P41696	0.023822805578342904
Q96SZ4	P41696	0.023560295324036095
Q96SZ4	P41696	0.028416735028712056
Q96SZ4	P41696	0.026595570139458576
Q96SZ4	P41696	0.026218211648892535
Q96SZ4	P41696	0.02475799835931091
Q96SZ4	P41696	0.024068908941755535
Q96SZ4	P41696	0.024003281378178837
Q96SZ4	P41696	0.0236915504511895
Q96SZ4	P41696	0.023429040196882692
Q8TF68	P41696	0.033305988515176375
Q8TF68	P41696	0.0310746513535685
Q8TF68	P41696	0.029680065627563576
Q8TF68	P41696	0.02904019688269073
Q8TF68	P41696	0.03143560295324036
Q8TF68	P41696	0.029204265791632485
Q8TF68	P41696	0.027809680065627562
Q8TF68	P41696	0.027169811320754716
Q8TF68	P41696	0.029794913863822804
Q8TF68	P41696	0.02756357670221493
Q8TF68	P41696	0.02616899097621001
Q8TF68	P41696	0.02552912223133716
Q8TF68	P41696	0.02922067268252666
Q8TF68	P41696	0.026989335520918787
Q8TF68	P41696	0.025594749794913864
Q8TF68	P41696	0.024954881050041015
Q9BS34	P41696	0.03242001640689089
Q9BS34	P41696	0.03133716160787531
Q9BS34	P41696	0.0302707136997539
Q9BS34	P41696	0.029581624282198526
Q9BS34	P41696	0.02705496308449549
Q9BS34	P41696	0.0312715340442986
Q9BS34	P41696	0.03018867924528302
Q9BS34	P41696	0.02912223133716161
Q9BS34	P41696	0.028433141919606237
Q9BS34	P41696	0.0259064807219032
Q9BS34	P41696	0.030205086136177194
Q9BS34	P41696	0.02912223133716161
Q9BS34	P41696	0.028055783429040197
Q9BS34	P41696	0.027366694011484824
Q9BS34	P41696	0.02484003281378179
Q9BS34	P41696	0.029515996718621818
Q9BS34	P41696	0.028433141919606237
Q9BS34	P41696	0.027366694011484824
Q9BS34	P41696	0.026677604593929448
Q9BS34	P41696	0.024150943396226414
Q9BS34	P41696	0.026923707957342082
Q9BS34	P41696	0.025840853158326498
Q9BS34	P41696	0.024774405250205085
Q9BS34	P41696	0.024085315832649716
Q9BS34	P41696	0.02155865463494668
Q13105	P41696	0.03347005742411813
Q13105	P41696	0.033305988515176375
Q13105	P41696	0.03250205086136177
Q13105	P41696	0.03097621000820345
Q13105	P41696	0.030352748154224774
Q13105	P41696	0.029844134536505335
Q13105	P41696	0.029204265791632485
Q13105	P41696	0.0282526661197703
Q13105	P41696	0.033305988515176375
Q13105	P41696	0.03314191960623462
Q13105	P41696	0.03233798195242001
Q13105	P41696	0.03081214109926169
Q13105	P41696	0.03018867924528302
Q13105	P41696	0.029680065627563576
Q13105	P41696	0.02904019688269073
Q13105	P41696	0.028088597210828545
Q13105	P41696	0.032567678424938476
Q13105	P41696	0.03240360951599672
Q13105	P41696	0.03159967186218211
Q13105	P41696	0.03007383100902379
Q13105	P41696	0.02945036915504512
Q13105	P41696	0.028941755537325677
Q13105	P41696	0.02830188679245283
Q13105	P41696	0.027350287120590646
Q13105	P41696	0.030861361771944217
Q13105	P41696	0.03069729286300246
Q13105	P41696	0.029893355209187858
Q13105	P41696	0.02836751435602953
Q13105	P41696	0.02774405250205086
Q13105	P41696	0.027235438884331418
Q13105	P41696	0.026595570139458572
Q13105	P41696	0.02564397046759639
Q13105	P41696	0.030287120590648073
Q13105	P41696	0.030123051681706314
Q13105	P41696	0.029319114027891714
Q13105	P41696	0.027793273174733384
Q13105	P41696	0.027169811320754716
Q13105	P41696	0.026661197703035273
Q13105	P41696	0.026021328958162428
Q13105	P41696	0.025069729286300246
Q13105	P41696	0.028974569319114026
Q13105	P41696	0.02881050041017227
Q13105	P41696	0.02800656275635767
Q13105	P41696	0.02648072190319934
Q13105	P41696	0.025857260049220673
Q13105	P41696	0.02534864643150123
Q13105	P41696	0.024708777686628384
Q13105	P41696	0.023757178014766202
Q99592	P41696	0.03278096800656276
Q9UJL9	P41696	0.03278096800656276
Q9UJL9	P41696	0.032518457752255946
Q9UJL9	P41696	0.03233798195242001
Q9UJL9	P41696	0.03036915504511895
Q9UJL9	P41696	0.030237899917965546
Q9UJL9	P41696	0.030057424118129613
Q9UJL9	P41696	0.029794913863822804
Q9UJL9	P41696	0.027530762920426582
Q9UJL9	P41696	0.032551271534044295
Q9UJL9	P41696	0.03228876127973749
Q9UJL9	P41696	0.032108285479901556
Q9UJL9	P41696	0.03013945857260049
Q9UJL9	P41696	0.030008203445447083
Q9UJL9	P41696	0.02982772764561116
Q9UJL9	P41696	0.029565217391304344
Q9UJL9	P41696	0.02730106644790812
Q9UJL9	P41696	0.0302707136997539
Q9UJL9	P41696	0.03000820344544709
Q9UJL9	P41696	0.02982772764561116
Q9UJL9	P41696	0.027858900738310093
Q9UJL9	P41696	0.027727645611156686
Q9UJL9	P41696	0.027547169811320757
Q9UJL9	P41696	0.027284659557013948
Q9UJL9	P41696	0.02502050861361772
Q9UJL9	P41696	0.03015586546349467
Q9UJL9	P41696	0.029893355209187858
Q9UJL9	P41696	0.02971287940935193
Q9UJL9	P41696	0.02774405250205086
Q9UJL9	P41696	0.027612797374897458
Q9UJL9	P41696	0.027432321575061525
Q9UJL9	P41696	0.027169811320754716
Q9UJL9	P41696	0.02490566037735849
Q9UJL9	P41696	0.029893355209187858
Q9UJL9	P41696	0.029630844954881053
Q9UJL9	P41696	0.02945036915504512
Q9UJL9	P41696	0.027481542247744052
Q9UJL9	P41696	0.027350287120590646
Q9UJL9	P41696	0.02716981132075472
Q9UJL9	P41696	0.026907301066447908
Q9UJL9	P41696	0.02464315012305168
Q9UJL9	P41696	0.02971287940935193
Q9UJL9	P41696	0.02945036915504512
Q9UJL9	P41696	0.029269893355209183
Q9UJL9	P41696	0.02730106644790812
Q9UJL9	P41696	0.027169811320754716
Q9UJL9	P41696	0.026989335520918787
Q9UJL9	P41696	0.026726825266611975
Q9UJL9	P41696	0.02446267432321575
Q9UJL9	P41696	0.027432321575061525
Q9UJL9	P41696	0.02716981132075472
Q9UJL9	P41696	0.026989335520918787
Q9UJL9	P41696	0.02502050861361772
Q9UJL9	P41696	0.024889253486464313
Q9UJL9	P41696	0.024708777686628387
Q9UJL9	P41696	0.024446267432321575
Q9UJL9	P41696	0.022182116488925346
P13682	P41696	0.03281378178835111
P13682	P41696	0.03169811320754717
P13682	P41696	0.03169811320754717
P13682	P41696	0.03138638228055784
P13682	P41696	0.03087776866283839
P13682	P41696	0.03056603773584906
P13682	P41696	0.03036915504511895
P13682	P41696	0.029680065627563576
P13682	P41696	0.028285479901558656
P13682	P41696	0.031501230516817066
P13682	P41696	0.030385561936013123
P13682	P41696	0.030385561936013123
P13682	P41696	0.03007383100902379
P13682	P41696	0.029565217391304344
P13682	P41696	0.029253486464315016
P13682	P41696	0.029056603773584905
P13682	P41696	0.028367514356029532
P13682	P41696	0.026972928630024613
P13682	P41696	0.031452009844134536
P13682	P41696	0.0303363412633306
P13682	P41696	0.0303363412633306
P13682	P41696	0.030024610336341264
P13682	P41696	0.02951599671862182
P13682	P41696	0.029204265791632485
P13682	P41696	0.02900738310090238
P13682	P41696	0.02831829368334701
P13682	P41696	0.02692370795734209
P13682	P41696	0.031189499589827727
P13682	P41696	0.03007383100902379
P13682	P41696	0.03007383100902379
P13682	P41696	0.029762100082034452
P13682	P41696	0.029253486464315016
P13682	P41696	0.028941755537325673
P13682	P41696	0.02874487284659557
P13682	P41696	0.028055783429040197
P13682	P41696	0.026661197703035273
P13682	P41696	0.03081214109926169
P13682	P41696	0.029696472518457754
P13682	P41696	0.029696472518457754
P13682	P41696	0.029384741591468415
P13682	P41696	0.028876127973748975
P13682	P41696	0.02856439704675964
P13682	P41696	0.02836751435602953
P13682	P41696	0.027678424938474156
P13682	P41696	0.026283839212469236
P13682	P41696	0.030434782608695653
P13682	P41696	0.029319114027891714
P13682	P41696	0.029319114027891714
P13682	P41696	0.02900738310090238
P13682	P41696	0.028498769483182935
P13682	P41696	0.028187038556193603
P13682	P41696	0.027990155865463495
P13682	P41696	0.027301066447908123
P13682	P41696	0.0259064807219032
P13682	P41696	0.030303527481542247
P13682	P41696	0.02918785890073831
P13682	P41696	0.02918785890073831
P13682	P41696	0.028876127973748975
P13682	P41696	0.028367514356029532
P13682	P41696	0.028055783429040197
P13682	P41696	0.027858900738310093
P13682	P41696	0.02716981132075472
P13682	P41696	0.0257752255947498
P17029	P41696	0.032977850697292865
P17029	P41696	0.0320098441345365
P17029	P41696	0.031189499589827727
P17029	P41696	0.029171452009844136
P17029	P41696	0.03199343724364233
P17029	P41696	0.031025430680885972
P17029	P41696	0.030205086136177194
P17029	P41696	0.028187038556193603
P17029	P41696	0.031107465135356848
P17029	P41696	0.03013945857260049
P17029	P41696	0.029319114027891714
P17029	P41696	0.02730106644790812
P17029	P41696	0.02926989335520919
P17029	P41696	0.02830188679245283
P17029	P41696	0.027481542247744052
P17029	P41696	0.025463494667760458
Q9HBT7	P41696	0.03314191960623462
Q9HBT7	P41696	0.032616899097621
Q9HBT7	P41696	0.0325512715340443
Q9HBT7	P41696	0.03205906480721903
Q9HBT7	P41696	0.03166529942575882
Q9HBT7	P41696	0.03155045118949959
Q9HBT7	P41696	0.03141919606234619
Q9HBT7	P41696	0.031107465135356848
Q9HBT7	P41696	0.03097621000820345
Q9HBT7	P41696	0.029844134536505335
Q9HBT7	P41696	0.02971287940935193
Q9HBT7	P41696	0.028695652173913046
Q9HBT7	P41696	0.027432321575061525
Q9HBT7	P41696	0.0325512715340443
Q9HBT7	P41696	0.03202625102543068
Q9HBT7	P41696	0.03196062346185398
Q9HBT7	P41696	0.03146841673502871
Q9HBT7	P41696	0.0310746513535685
Q9HBT7	P41696	0.030959803117309267
Q9HBT7	P41696	0.030828547990155865
Q9HBT7	P41696	0.03051681706316653
Q9HBT7	P41696	0.030385561936013123
Q9HBT7	P41696	0.029253486464315016
Q9HBT7	P41696	0.02912223133716161
Q9HBT7	P41696	0.028105004101722727
Q9HBT7	P41696	0.02684167350287121
Q9HBT7	P41696	0.032436423297785066
Q9HBT7	P41696	0.03191140278917145
