mouse	rat	score
Q61624	Q07120	0.00741363893072289
Q61625	P19490	0.03256777108433735
Q61625	P19491	0.032003012048192774
Q61625	P19492	0.03176769578313253
Q61625	P19493	0.03162650602409638
Q61625	P35439	0.018684111445783132
Q61625	P42260	0.03374435240963856
Q61625	Q00959	0.01661332831325301
Q61625	Q00960	0.015719126506024098
Q61625	Q00961	0.014730798192771084
Q61625	Q62640	0.11233998493975904
Q61625	Q62645	0.01534262048192771
Q61625	Q63226	0.19625376506024098
Q61625	Q9R1M7	0.014589608433734939
Q61626	P19490	0.04983998493975904
Q61626	P19491	0.04932228915662651
Q61626	P19492	0.051016566265060244
Q61626	P19493	0.04842808734939759
Q61626	P35439	0.02367281626506024
Q61626	P42260	0.0701242469879518
Q61626	Q00959	0.016519201807228916
Q61626	Q00960	0.015625
Q61626	Q00961	0.015766189759036143
Q61626	Q62640	0.02753200301204819
Q61626	Q62645	0.016754518072289157
Q61626	Q63226	0.02790850903614458
Q61626	Q9R1M7	0.014542545180722892
Q61627	P19490	0.03172063253012048
Q61627	P19491	0.03308546686746988
Q61627	P19492	0.03101468373493976
Q61627	P19493	0.031391189759036146
Q61627	P35439	0.01877823795180723
Q61627	P42260	0.034309111445783136
Q61627	Q00959	0.015719126506024098
Q61627	Q00960	0.015295557228915662
Q61627	Q00961	0.014354292168674699
Q61627	Q62640	0.19710090361445784
Q61627	Q62645	0.015436746987951807
Q61627	Q63226	0.1119164156626506
Q61627	Q9R1M7	0.01402484939759036
Q61644	Q9QY17	0.058923192771084335
Q61644	Q9Z0W5	0.08518448795180723
Q61656	Q3B8Q2	0.018919427710843373
Q61656	Q5RKI1	0.018119352409638554
Q61656	Q641Y8	0.012707078313253012
Q61660	P0CF24	0.009219691265060241
Q61660	P32182	0.010071536144578314
Q61687	Q8K1P7	0.009518542921686746
Q61696	O88600	0.02762612951807229
Q61696	P06761	0.07567771084337349
Q61696	P14659	0.10288027108433735
Q61696	P48721	0.053934487951807226
Q61696	P55063	0.10866905120481928
Q61696	P63018	0.10513930722891567
Q61696	Q63617	0.021602033132530122
Q61699	O88600	0.10099774096385543
Q61699	P06761	0.025320030120481927
Q61699	P14659	0.024567018072289157
Q61699	P48721	0.02315512048192771
Q61699	P55063	0.026261295180722892
Q61699	P63018	0.025743599397590362
Q61699	Q63617	0.028473268072289157
Q61701	A7VJC2	0.006217055722891568
Q61701	B5DF91	0.047063253012048195
Q61701	P04256	0.006287650602409639
Q61701	Q4QQT3	0.007167733433734939
Q61701	Q8CH84	0.062217620481927714
Q61701	Q9EPH8	0.008656501004016066
Q61701	Q9WV25	0.006362951807228915
Q61702	Q63416	0.0912085843373494
Q61703	Q63416	0.06588855421686747
Q61704	Q63416	0.16321536144578314
Q61730	Q4V892	0.007737198795180723
Q61730	Q63621	0.10335090361445783
Q61735	P97829	0.05280496987951807
Q61743	P48548	0.03228539156626506
Q61743	P52188	0.03303840361445783
Q61743	P70673	0.07530120481927711
Q61743	Q63664	0.05129894578313253
Q61743	Q64273	0.03219126506024096
Q61751	Q01714	0.006301769578313253
Q61751	Q02975	0.1016566265060241
Q61751	Q07120	0.012032505020080318
Q61753	O08651	0.09967996987951808
Q61753	Q9Z2F5	0.013648343373493976
Q61762	O88943	0.009172628012048193
Q61762	P10499	0.05962914156626506
Q61762	P15385	0.057746611445783136
Q61762	P19024	0.10471573795180723
Q61762	P63142	0.060288027108433735
Q61762	Q62897	0.025978915662650603
Q61762	Q63881	0.025320030120481927
Q61768	F1M4A4	0.02400225903614458
Q61768	O88658	0.024096385542168676
Q61768	P56536	0.13394201807228914
Q61768	Q2PQA9	0.18599397590361447
Q61768	Q5XI51	0.016283885542168676
Q61768	Q6QLM7	0.1257059487951807
Q61768	Q9WV63	0.01661332831325301
Q61771	F1M4A4	0.02757906626506024
Q61771	O88658	0.02757906626506024
Q61771	P56536	0.026449548192771084
Q61771	Q2PQA9	0.026214231927710843
Q61771	Q5XI51	0.017507530120481927
Q61771	Q6QLM7	0.0260730421686747
Q61771	Q9WV63	0.017225150602409638
Q61781	P12839	0.01633094879518072
Q61781	P16884	0.01143637048192771
Q61781	P19527	0.016472138554216868
Q61781	P21807	0.013177710843373495
Q61781	P23565	0.015766189759036143
Q61781	P31000	0.01642507530120482
Q61781	P47819	0.017601656626506024
Q61781	P48675	0.016566265060240965
Q61781	P48679	0.008626694277108434
Q61781	P70615	0.0077371987951807214
Q61781	Q10758	0.012660015060240963
Q61781	Q5BJY9	0.02993222891566265
Q61781	Q63279	0.044145331325301206
Q61781	Q6IFU8	0.05657003012048193
Q61781	Q6IFV1	0.0663121234939759
Q61781	Q6IG00	0.013460090361445784
Q61781	Q6IMF3	0.012707078313253012
Q61792	Q99MZ8	0.051487198795180725
Q61810	O70244	0.006795933734939759
Q61810	Q63722	0.007381086847389557
Q61810	Q9WVH8	0.00950207078313253
Q61820	M0RC99	0.009167921686746988
Q61820	O35509	0.01016566265060241
Q61820	P05712	0.008377259036144578
Q61820	P05714	0.009695030120481929
Q61820	P09527	0.010542168674698794
Q61820	P10536	0.009205572289156626
Q61820	P20171	0.006089984939759035
Q61820	P35280	0.008913780120481928
Q61820	P35281	0.008593749999999999
Q61820	P35284	0.008414909638554218
Q61820	P35286	0.00913968373493976
Q61820	P61107	0.009064382530120482
Q61820	P61589	0.006814759036144579
Q61820	P62494	0.00988328313253012
Q61820	P62824	0.008810240963855421
Q61820	P62828	0.04047439759036144
Q61820	P62836	0.007087725903614457
Q61820	P63012	0.008772590361445783
Q61820	P70550	0.008951430722891566
Q61820	Q5BJQ5	0.006490022590361444
Q61820	Q5EB77	0.009102033132530121
Q61820	Q5U1Y1	0.007464231927710843
Q61820	Q62636	0.007106551204819277
Q61820	Q63941	0.008264307228915663
Q61820	Q63942	0.008226656626506025
Q61820	Q6GQP4	0.007464231927710843
Q61820	Q6NYB7	0.009102033132530121
Q61820	Q6RUV5	0.0076807228915662645
Q61820	Q8CFN2	0.0069277108433734936
Q61820	Q8K586	0.04198042168674699
Q61820	Q9WVB1	0.008377259036144578
Q61820	Q9Z1Y0	0.006000564759036145
Q61824	Q9Z1K9	0.007920745481927711
Q61830	P04937	0.0076336596385542166
Q61830	P07897	0.007184205572289156
Q61830	P55067	0.007984280873493975
Q61830	P55068	0.0072383283132530125
Q61830	Q9ERB4	0.006904179216867471
Q61831	D3ZML2	0.007699548192771084
Q61831	D4AE59	0.007901920180722891
Q61831	E9PSL7	0.0062029367469879524
Q61831	F1LP90	0.006960655120481927
Q61831	F1M7Y5	0.0062688253012048185
Q61831	O08679	0.010024472891566265
Q61831	O08815	0.0069277108433734936
Q61831	O08875	0.008245481927710843
Q61831	O88506	0.007304216867469879
Q61831	P08413	0.008810240963855421
Q61831	P09217	0.006165286144578314
Q61831	P11275	0.008631400602409639
Q61831	P11730	0.008866716867469879
Q61831	P15791	0.008480798192771083
Q61831	P18265	0.012565888554216868
Q61831	P19139	0.008918486445783132
Q61831	P21708	0.025320030120481927
Q61831	P27791	0.007181852409638554
Q61831	P35465	0.009375
Q61831	P49185	0.07210090361445783
Q61831	P49186	0.06908885542168675
Q61831	P49187	0.09064382530120482
Q61831	P54645	0.0076524849397590355
Q61831	P63086	0.02499058734939759
Q61831	P63319	0.006108810240963856
Q61831	P67999	0.007247740963855422
Q61831	P68182	0.006993599397590361
Q61831	P97756	0.008631400602409639
Q61831	Q03114	0.015060240963855422
Q61831	Q04589	0.006400602409638554
Q61831	Q06226	0.006541792168674699
Q61831	Q09137	0.007398343373493975
Q61831	Q62689	0.006231174698795181
Q61831	Q62868	0.00650414156626506
Q61831	Q62915	0.007323042168674698
Q61831	Q63092	0.00701242469879518
Q61831	Q63285	0.006852409638554217
Q61831	Q63454	0.013648343373493976
Q61831	Q63470	0.010636295180722892
Q61831	Q63531	0.008843185240963856
Q61831	Q63538	0.031532379518072286
Q61831	Q63699	0.01666039156626506
Q61831	Q641Z4	0.011765813253012049
Q61831	Q810W7	0.007247740963855422
Q61831	Q8VHF0	0.01016566265060241
Q61831	Q91XS8	0.006457078313253012
Q61831	Q9JLS3	0.007901920180722891
Q61831	Q9QY78	0.006852409638554217
Q61831	Q9R012	0.00804781626506024
Q61831	Q9Z2A6	0.018684111445783132
Q61838	P01026	0.014754329819277108
Q61838	P06238	0.1538968373493976
Q61838	P08649	0.013671875
Q61851	D3ZML2	0.006287650602409638
Q61851	D4AE59	0.007393637048192771
Q61851	F1LP90	0.007760730421686746
Q61851	O08679	0.00910203313253012
Q61851	O08775	0.03129706325301205
Q61851	O08815	0.008683170180722892
Q61851	O08875	0.005981739457831325
Q61851	O35158	0.007619540662650602
Q61851	O35346	0.017836972891566265
Q61851	O55005	0.008283132530120483
Q61851	O88506	0.007087725903614459
Q61851	P05696	0.008123117469879518
Q61851	P09216	0.006993599397590361
Q61851	P11345	0.00941265060240964
Q61851	P13596	0.006814759036144579
Q61851	P15127	0.01981362951807229
Q61851	P20786	0.014260165662650601
Q61851	P32577	0.01877823795180723
Q61851	P35465	0.007647778614457831
Q61851	P35739	0.019954819277108432
Q61851	P49185	0.006344126506024097
Q61851	P49186	0.0062688253012048185
Q61851	P49187	0.0066876882530120495
Q61851	P53767	0.029226280120481927
Q61851	P63319	0.006960655120481928
Q61851	P67999	0.007068900602409638
Q61851	P68403	0.008264307228915663
Q61851	P70600	0.016754518072289157
Q61851	P97685	0.007024190512048192
Q61851	P97874	0.007355986445783133
Q61851	Q03114	0.0069277108433734936
Q61851	Q03351	0.019107680722891568
Q61851	Q04589	0.09285579819277108
Q61851	Q05030	0.014166039156626505
Q61851	Q06226	0.006325301204819277
Q61851	Q09137	0.006739457831325301
Q61851	Q62689	0.011662274096385542
Q61851	Q62844	0.016283885542168676
Q61851	Q63155	0.00755835843373494
Q61851	Q63198	0.006739457831325301
Q61851	Q63433	0.00779367469879518
Q61851	Q63454	0.006287650602409638
Q61851	Q63531	0.007937217620481928
Q61851	Q63538	0.00650414156626506
Q61851	Q63604	0.021272590361445784
Q61851	Q63699	0.007181852409638554
Q61851	Q641Z4	0.006419427710843374
Q61851	Q64725	0.014683734939759037
Q61851	Q66HA1	0.011812876506024096
Q61851	Q8VHF0	0.008537274096385541
Q61851	Q91XS8	0.006033509036144578
Q61851	Q9JLS3	0.00675828313253012
Q61851	Q9R012	0.008160768072289156
Q61851	Q9WUD9	0.01666039156626506
Q61879	P02563	0.11798757530120482
Q61879	P04462	0.00665003765060241
Q61879	P70569	0.05360504518072289
Q61879	Q62812	0.2783791415662651
Q61879	Q63355	0.04245105421686747
Q61879	Q63357	0.04202748493975904
Q61879	Q63358	0.02135730421686747
Q61879	Q63862	0.09720914909638555
Q61879	Q9JLT0	0.3742469879518072
Q61879	Q9QYF3	0.0521460843373494
Q61885	Q63345	0.041227409638554216
Q61937	P13084	0.05562876506024096
Q61982	G3V928	0.0064547251506024104
Q61982	O70244	0.011133204693775099
Q61982	O70511	0.00708223519076305
Q61982	P55067	0.007191713281698226
Q61982	Q63722	0.027610833960843375
Q61982	Q9EQG6	0.006525320030120482
Q61982	Q9ERB4	0.007011692603748327
Q61982	Q9WV48	0.006654743975903615
Q61982	Q9WVH8	0.006628545431726906
Q61983	Q62634	0.021696159638554216
Q61983	Q9JI12	0.02240210843373494
Q61990	P61980	0.013648343373493976
Q61990	Q80WA4	0.008061935240963856
Q62059	O70244	0.007068900602409638
Q62059	P02706	0.00832078313253012
Q62059	P03994	0.020707831325301206
Q62059	P07897	0.029963604417670684
Q62059	P08290	0.0076524849397590355
Q62059	P55067	0.03508565512048192
Q62059	P55068	0.030826430722891568
Q62059	Q63722	0.006681570030120482
Q62059	Q9ERB4	0.21665568524096385
Q62059	Q9ESM2	0.0182605421686747
Q62073	D3ZML2	0.007520707831325302
Q62073	D4AE59	0.007106551204819277
Q62073	F1LP90	0.007158320783132531
Q62073	F1M7Y5	0.007341867469879518
Q62073	O08679	0.009836219879518071
Q62073	O08775	0.007577183734939759
Q62073	O08815	0.009243222891566266
Q62073	O08875	0.008970256024096386
Q62073	O35346	0.011671686746987951
Q62073	O54874	0.006739457831325301
Q62073	O88506	0.01011859939759036
Q62073	O88764	0.008141942771084338
Q62073	P05696	0.00779367469879518
Q62073	P08413	0.00802899096385542
Q62073	P09216	0.0063770707831325305
Q62073	P09217	0.0065794427710843375
Q62073	P11275	0.007934864457831325
Q62073	P11345	0.011859939759036145
Q62073	P11730	0.008010165662650602
Q62073	P15127	0.008678463855421687
Q62073	P15791	0.00783132530120482
Q62073	P18265	0.007304216867469879
Q62073	P20786	0.008429028614457832
Q62073	P21708	0.007125376506024095
Q62073	P32577	0.01040097891566265
Q62073	P35465	0.009789156626506024
Q62073	P35739	0.00940323795180723
Q62073	P36506	0.00913968373493976
Q62073	P49185	0.00675828313253012
Q62073	P49186	0.007177146084337349
Q62073	P49187	0.006941829819277108
Q62073	P53767	0.008226656626506025
Q62073	P54645	0.007953689759036145
Q62073	P70600	0.008753765060240963
Q62073	P80204	0.007953689759036145
Q62073	P97874	0.00665003765060241
Q62073	P97924	0.0063770707831325305
Q62073	Q01986	0.008593749999999999
Q62073	Q04589	0.010730421686746988
Q62073	Q05030	0.007247740963855422
Q62073	Q09137	0.00808546686746988
Q62073	Q62689	0.008480798192771083
Q62073	Q62844	0.010636295180722892
Q62073	Q62915	0.006287650602409638
Q62073	Q62925	0.01016566265060241
Q62073	Q63454	0.006146460843373494
Q62073	Q63470	0.006941829819277108
Q62073	Q63531	0.00808546686746988
Q62073	Q63604	0.009375
Q62073	Q63638	0.007379518072289157
Q62073	Q63699	0.008664344879518074
Q62073	Q64725	0.008080760542168674
Q62073	Q66HA1	0.01538968373493976
Q62073	Q7TPK6	0.008551393072289156
Q62073	Q810W7	0.007068900602409638
Q62073	Q8VHF0	0.009506777108433735
Q62073	Q91XS8	0.0066170933734939754
Q62073	Q99J82	0.00940323795180723
Q62073	Q9JIH7	0.009064382530120482
Q62073	Q9JLS3	0.008697289156626507
Q62073	Q9QY78	0.008410203313253012
Q62073	Q9WUD9	0.010589231927710843
Q62073	Q9Z2P5	0.009930346385542169
Q62074	D3ZML2	0.011624623493975904
Q62074	D4AE59	0.008429028614457832
Q62074	E9PSL7	0.016566265060240965
Q62074	F1LP90	0.009102033132530121
Q62074	F1M0Z1	0.009337349397590362
Q62074	F1M7Y5	0.11681099397590361
Q62074	O08679	0.014495481927710843
Q62074	O08815	0.009977409638554216
Q62074	O08875	0.011106927710843373
Q62074	O54874	0.017836972891566265
Q62074	O88506	0.008810240963855421
Q62074	O88764	0.009742093373493976
Q62074	P05696	0.02068429969879518
Q62074	P08413	0.00941265060240964
Q62074	P09216	0.022100903614457833
Q62074	P09217	0.08396084337349398
Q62074	P11275	0.00913968373493976
Q62074	P11730	0.009695030120481929
Q62074	P15791	0.009600903614457831
Q62074	P18265	0.006993599397590362
Q62074	P19139	0.007087725903614459
Q62074	P21708	0.006184111445783133
Q62074	P27791	0.021649096385542167
Q62074	P32577	0.007106551204819277
Q62074	P35465	0.00939382530120482
Q62074	P36506	0.009205572289156628
Q62074	P47196	0.029649849397590362
Q62074	P49185	0.0062688253012048185
Q62074	P49186	0.006089984939759037
Q62074	P49187	0.00625
Q62074	P54645	0.01223644578313253
Q62074	P63086	0.006344126506024097
Q62074	P63319	0.019566547439759035
Q62074	P67999	0.025602409638554216
Q62074	P68182	0.022213855421686746
Q62074	P68403	0.020750188253012045
Q62074	P97756	0.00913027108433735
Q62074	P97924	0.008028990963855422
Q62074	Q01986	0.00941265060240964
Q62074	Q03114	0.007614834337349398
Q62074	Q06226	0.02781438253012048
Q62074	Q09137	0.011859939759036145
Q62074	Q62844	0.006165286144578314
Q62074	Q62868	0.017789909638554216
Q62074	Q62915	0.00988328313253012
Q62074	Q62925	0.008734939759036144
Q62074	Q63092	0.007699548192771084
Q62074	Q63433	0.0260730421686747
Q62074	Q63531	0.017272213855421686
Q62074	Q63538	0.0062688253012048185
Q62074	Q63638	0.007348926957831326
Q62074	Q63699	0.008593749999999999
Q62074	Q64725	0.007031249999999999
Q62074	Q66HA1	0.008556099397590363
Q62074	Q7TT49	0.017601656626506024
Q62074	Q810W7	0.01854292168674699
Q62074	Q8VHF0	0.014589608433734939
Q62074	Q91XS8	0.00988328313253012
Q62074	Q9JIH7	0.00703125
Q62074	Q9JLS3	0.007972515060240964
Q62074	Q9QY78	0.008443147590361445
Q62074	Q9R012	0.012330572289156627
Q62074	Q9Z2A6	0.007195971385542167
Q62077	P10686	0.24952936746987953
Q62077	P10687	0.014777861445783132
Q62077	P41499	0.008283132530120483
Q62083	Q9EP80	0.07850150602409639
Q62083	Q9JHU5	0.0065982680722891564
Q62093	D4AE41	0.0062029367469879524
Q62093	P84586	0.006217055722891568
Q62093	Q925G0	0.005784073795180723
Q62095	Q3B8Q2	0.019154743975903613
Q62095	Q5RKI1	0.017225150602409638
Q62095	Q641Y8	0.012942394578313253
Q62101	D3ZML2	0.012283509036144578
Q62101	D4AE59	0.008862010542168675
Q62101	E9PSL7	0.010542168674698794
Q62101	F1LP90	0.010024472891566265
Q62101	F1M0Z1	0.013224774096385542
Q62101	F1M7Y5	0.00988328313253012
Q62101	O08679	0.01223644578313253
Q62101	O08815	0.008899661144578314
Q62101	O08875	0.015154367469879517
Q62101	O54874	0.01011859939759036
Q62101	O88506	0.008734939759036144
Q62101	O88764	0.014401355421686747
Q62101	P05696	0.0083019578313253
Q62101	P08413	0.014542545180722892
Q62101	P09216	0.008791415662650601
Q62101	P09217	0.009553840361445784
Q62101	P11275	0.014919051204819277
Q62101	P11345	0.008461972891566265
Q62101	P11730	0.015154367469879517
Q62101	P15791	0.015436746987951807
Q62101	P18265	0.0074501129518072294
Q62101	P21708	0.01040097891566265
Q62101	P27791	0.013930722891566265
Q62101	P30337	0.006814759036144579
Q62101	P35465	0.010777484939759037
Q62101	P36506	0.008829066265060241
Q62101	P47196	0.011530496987951807
Q62101	P49185	0.00964796686746988
Q62101	P49186	0.009506777108433735
Q62101	P49187	0.009553840361445784
Q62101	P54645	0.013977786144578314
Q62101	P63086	0.010306852409638554
Q62101	P63319	0.00837961219879518
Q62101	P67999	0.011812876506024096
Q62101	P68182	0.013601280120481929
Q62101	P68403	0.008318429969879517
Q62101	P70600	0.0072665662650602415
Q62101	P97756	0.010589231927710843
Q62101	P97874	0.007083019578313253
Q62101	P97924	0.013883659638554216
Q62101	Q01986	0.008847891566265061
Q62101	Q03114	0.009695030120481929
Q62101	Q06226	0.011624623493975904
Q62101	Q09137	0.013224774096385542
Q62101	Q62868	0.010306852409638554
Q62101	Q62915	0.014495481927710843
Q62101	Q62925	0.008772590361445782
Q62101	Q63092	0.012377635542168674
Q62101	Q63433	0.01016566265060241
Q62101	Q63454	0.007360692771084337
Q62101	Q63470	0.007087725903614457
Q62101	Q63531	0.011859939759036145
Q62101	Q63538	0.008264307228915663
Q62101	Q63638	0.01056570030120482
Q62101	Q63699	0.010448042168674699
Q62101	Q66HA1	0.008626694277108434
Q62101	Q7TPK6	0.00835843373493976
Q62101	Q7TT49	0.010353915662650603
Q62101	Q810W7	0.011295180722891566
Q62101	Q8VHF0	0.012518825301204819
Q62101	Q91XS8	0.015060240963855422
Q62101	Q9JIH7	0.008650225903614459
Q62101	Q9JLS3	0.00755835843373494
Q62101	Q9QY78	0.009506777108433735
Q62101	Q9R012	0.010071536144578314
Q62101	Q9WUD9	0.006344126506024097
Q62101	Q9Z2A6	0.010259789156626505
Q62108	B4F7E7	0.017648719879518073
Q62108	D3ZAA9	0.013836596385542169
Q62108	O55164	0.009988521795515395
Q62108	O88382	0.006177051957831326
Q62108	P31016	0.13987198795180722
Q62108	P97879	0.006948889307228916
Q62108	Q4L1J4	0.007718373493975903
Q62108	Q62696	0.09944465361445783
Q62108	Q62915	0.013413027108433735
Q62108	Q62936	0.0910203313253012
Q62108	Q63622	0.0939382530120482
Q62108	Q792I0	0.007360692771084337
Q62108	Q920G2	0.0059111445783132524
Q62108	Q9JJ19	0.005962914156626506
Q62108	Q9JJ40	0.006770048945783132
Q62108	Q9JK71	0.0072853915662650605
Q62108	Q9QZR8	0.00717714608433735
Q62108	Q9WTW1	0.007231268825301205
Q62108	Q9WVJ4	0.007594440261044176
Q62108	Q9Z252	0.006972420933734939
Q62108	Q9Z340	0.008160768072289156
Q62120	D3ZML2	0.00753953313253012
Q62120	D4AE59	0.006414721385542169
Q62120	E9PSL7	0.006908885542168675
Q62120	F1LP90	0.00692300451807229
Q62120	F1M7Y5	0.006071159638554217
Q62120	O08679	0.008659638554216868
Q62120	O08775	0.011765813253012049
Q62120	O08815	0.007247740963855422
Q62120	O08875	0.006871234939759036
Q62120	O35346	0.012222326807228914
Q62120	O88506	0.007774849397590361
Q62120	O88764	0.007666603915662651
Q62120	P05696	0.006635918674698795
Q62120	P09216	0.00625
Q62120	P09217	0.006052334337349397
Q62120	P11345	0.01011859939759036
Q62120	P15127	0.011055158132530121
Q62120	P20786	0.01148343373493976
Q62120	P21708	0.007163027108433734
Q62120	P32577	0.01186464608433735
Q62120	P35465	0.007887801204819278
Q62120	P35739	0.013318900602409638
Q62120	P49186	0.006014683734939759
Q62120	P49187	0.00625
Q62120	P53767	0.011389307228915662
Q62120	P54645	0.008123117469879518
Q62120	P63086	0.006814759036144579
Q62120	P67999	0.007247740963855422
Q62120	P68182	0.0066876882530120495
Q62120	P68403	0.006852409638554217
Q62120	P70600	0.013177710843373495
Q62120	P97756	0.006800640060240964
Q62120	Q03114	0.007398343373493975
Q62120	Q03351	0.011177522590361446
Q62120	Q04589	0.011968185240963856
Q62120	Q05030	0.01040097891566265
Q62120	Q06226	0.006908885542168675
Q62120	Q09137	0.007934864457831325
Q62120	Q62689	0.22025602409638553
Q62120	Q62844	0.010970444277108433
Q62120	Q63433	0.006795933734939759
Q62120	Q63454	0.0072665662650602415
Q62120	Q63531	0.008104292168674698
Q62120	Q63538	0.006852409638554217
Q62120	Q63604	0.012603539156626507
Q62120	Q63638	0.006438253012048194
Q62120	Q63699	0.008556099397590363
Q62120	Q641Z4	0.007068900602409638
Q62120	Q64725	0.012147025602409638
Q62120	Q66HA1	0.008730233433734939
Q62120	Q7TPK6	0.008207831325301205
Q62120	Q8VHF0	0.008866716867469879
Q62120	Q99J82	0.006955948795180723
Q62120	Q9JIH7	0.008160768072289156
Q62120	Q9JLS3	0.009695030120481929
Q62120	Q9QY78	0.00783132530120482
Q62120	Q9R012	0.007125376506024097
Q62120	Q9WUD9	0.01041039156626506
Q62120	Q9Z2P5	0.007544239457831326
Q62130	B2GV87	0.013365963855421686
Q62130	O08617	0.01223644578313253
Q62130	O35763	0.008918486445783132
Q62130	P04157	0.013177710843373495
Q62130	P20417	0.014589608433734939
Q62130	P31977	0.009045557228915662
Q62130	P41499	0.014166039156626505
Q62130	Q03348	0.013977786144578314
Q62130	Q63259	0.01223644578313253
Q62130	Q63648	0.010071536144578314
Q62130	Q64604	0.015107304216867469
Q62130	Q9WTP0	0.01223644578313253
Q62132	B2GV87	0.01510730421686747
Q62132	O08617	0.1223644578313253
Q62132	P04157	0.01395425451807229
Q62132	P20417	0.01355421686746988
Q62132	P41499	0.016001506024096387
Q62132	Q03348	0.015436746987951807
Q62132	Q63259	0.012895331325301206
Q62132	Q64604	0.016330948795180725
Q62137	D3ZML2	0.00652296686746988
Q62137	D4AE59	0.006941829819277108
Q62137	E9PSL7	0.006701807228915663
Q62137	F1LP90	0.008283132530120483
Q62137	F1M7Y5	0.006217055722891568
Q62137	O08679	0.008753765060240963
Q62137	O08775	0.011577560240963855
Q62137	O08815	0.006617093373493977
Q62137	O35346	0.010697477409638554
Q62137	O88506	0.006579442771084337
Q62137	O88764	0.006381777108433736
Q62137	P05696	0.007163027108433734
Q62137	P09217	0.006720632530120482
Q62137	P11345	0.009789156626506024
Q62137	P15127	0.010424510542168676
Q62137	P20786	0.011295180722891566
Q62137	P21708	0.007068900602409638
Q62137	P27791	0.00808546686746988
Q62137	P32577	0.010786897590361446
Q62137	P35739	0.010495105421686747
Q62137	P36506	0.008283132530120483
Q62137	P47196	0.00783132530120482
Q62137	P49186	0.006419427710843374
Q62137	P53767	0.011671686746987951
Q62137	P54645	0.008226656626506025
Q62137	P63086	0.006795933734939759
Q62137	P63319	0.006706513554216868
Q62137	P67999	0.00677710843373494
Q62137	P68182	0.0072853915662650605
Q62137	P68403	0.007106551204819277
Q62137	P70600	0.010415097891566265
Q62137	P97756	0.00703125
Q62137	Q01986	0.008080760542168674
Q62137	Q03114	0.006381777108433735
Q62137	Q03351	0.013083584337349397
Q62137	Q04589	0.010904555722891566
Q62137	Q05030	0.010730421686746988
Q62137	Q06226	0.007520707831325302
Q62137	Q09137	0.008104292168674698
Q62137	Q62689	0.10005647590361445
Q62137	Q62844	0.009563253012048193
Q62137	Q63433	0.0073230421686747
Q62137	Q63454	0.0065606174698795185
Q62137	Q63531	0.007520707831325302
Q62137	Q63538	0.0065982680722891564
Q62137	Q63604	0.010989269578313253
Q62137	Q63699	0.00675828313253012
Q62137	Q641Z4	0.006184111445783133
Q62137	Q64725	0.011405779367469879
Q62137	Q66HA1	0.008459619728915662
Q62137	Q810W7	0.0062688253012048185
Q62137	Q8VHF0	0.008753765060240963
Q62137	Q9JLS3	0.007699548192771084
Q62137	Q9R012	0.006890060240963856
Q62137	Q9WUD9	0.009457360692771085
Q62137	Q9Z2A6	0.006146460843373494
Q62137	Q9Z2P5	0.007435993975903614
Q62151	Q63495	0.06555911144578314
Q62158	Q6P6S3	0.00726656626506024
Q62159	M0RC99	0.00753953313253012
Q62159	O35509	0.007756024096385543
Q62159	P05712	0.008645519578313252
Q62159	P05714	0.007106551204819277
Q62159	P08644	0.007125376506024095
Q62159	P09527	0.006701807228915663
Q62159	P10536	0.008810240963855421
Q62159	P20171	0.008010165662650602
Q62159	P35280	0.0083019578313253
Q62159	P35281	0.0076524849397590355
Q62159	P35284	0.007704254518072289
Q62159	P35286	0.008810240963855421
Q62159	P61107	0.007323042168674698
Q62159	P61227	0.006306475903614458
Q62159	P61589	0.035297439759036146
Q62159	P62494	0.0076524849397590355
Q62159	P62824	0.007464231927710843
Q62159	P62828	0.006673569277108434
Q62159	P62836	0.007991340361445784
Q62159	P63012	0.007972515060240964
Q62159	P70550	0.008885542168674699
Q62159	Q04970	0.007195971385542167
Q62159	Q5BJQ5	0.007068900602409638
Q62159	Q5EB77	0.007756024096385543
Q62159	Q5U1Y1	0.007398343373493975
Q62159	Q62636	0.008339608433734939
Q62159	Q63941	0.007718373493975903
Q62159	Q63942	0.007501882530120482
Q62159	Q6GQP4	0.006890060240963856
Q62159	Q6NYB7	0.008593749999999999
Q62159	Q6RUV5	0.0208019578313253
Q62159	Q8CFN2	0.019954819277108432
Q62159	Q8K586	0.007106551204819277
Q62159	Q9WVB1	0.007247740963855422
Q62159	Q9Z1Y0	0.015483810240963855
Q62167	Q3B8Q2	0.01981362951807229
Q62167	Q5RKI1	0.017366340361445784
Q62167	Q641Y8	0.01303652108433735
Q62172	D4A208	0.007704254518072289
Q62172	P30337	0.008193712349397591
Q62172	Q63358	0.00743128765060241
Q62186	Q07984	0.03313253012048193
Q62191	Q6P6S3	0.007487763554216867
Q62205	P15389	0.13268677388123926
Q62205	P22002	0.015804781626506025
Q62205	P27732	0.013132963401223946
Q62205	P54282	0.01133967688937568
Q62205	Q02294	0.01261859939759036
Q62205	Q62968	0.19540662650602408
Q62210	Q9R0I6	0.016966302710843373
Q62219	O35115	0.009164784136546185
Q62219	Q2LAP6	0.007577183734939759
Q62219	Q62920	0.011332831325301204
Q62219	Q66H76	0.03760353915662651
Q62219	Q6KC51	0.008782003012048192
Q62219	Q71QF9	0.007075175702811246
Q62227	P22449	0.006419427710843374
Q62230	O55005	0.006970067771084337
